COUNTRY,YEAR,Instability_Index_lag1_Predicted,Best_EWS_Model,Crisis_Probability,Risk_Level,Early_Warning_Flag,GDP_Growth,Instability_Index,Instability_Index_lag1_IMF_Projection,Stability_Category,Crisis_Flag,Prediction_Correct
Bangladesh,2024,14.36692572361459,Extra Trees,0.0232951667879972,Low,0,4.223,10.923306290090824,14.36692572361459,Stable,0,1
Indonesia,2024,13.400525134323278,Extra Trees,0.020309478263059,Low,0,5.033,2.438592248142948,13.400525134323278,Stable,0,1
"Tanzania, United Republic of",2024,15.502928091169268,Extra Trees,0.0201509299255384,Low,0,5.463,11.672215300549729,15.502928091169268,Stable,0,1
"Korea, Republic of",2024,18.35436437900164,Extra Trees,0.0185502942592592,Low,0,2.004,14.86789091344036,18.354364379001638,Stable,0,1
"South Sudan, Republic of",2025,91.07743837912234,Extra Trees,0.9722209726524206,High,1,46.094,87.73898607139688,91.07743837912234,Crisis,1,1
Lebanon,2025,80.0011180140304,Extra Trees,0.962371356253364,High,1,4.0,89.97993532171395,80.0011180140304,Crisis,1,1
"Palau, Republic of",2025,89.22797739814234,Extra Trees,0.9287451100577588,High,1,6.324,72.38629993085395,89.22797739814234,Crisis,1,1
Sudan,2025,65.93698458765168,Extra Trees,0.9115054291187382,High,1,3.225,77.01457352466377,65.93698458765168,Crisis,1,1
Ukraine,2025,74.4419671819259,Extra Trees,0.9086284968612994,High,1,1.8,73.2565203169019,74.4419671819259,Crisis,1,1
Argentina,2025,71.68648528901508,Extra Trees,0.8755752210227135,High,1,4.367,69.48000355318251,71.68648528901508,Crisis,1,1
Burundi,2025,63.61375074593912,Extra Trees,0.8635230354956083,High,1,3.904,71.39008425811619,63.61375074593912,Crisis,1,1
Cabo Verde,2025,79.78601561921444,Extra Trees,0.8602978003082209,High,1,5.513,69.16026905505369,79.78601561921444,Crisis,1,1
Botswana,2025,58.22309444324308,Extra Trees,0.8302067154157461,High,1,-0.887,58.19009402641162,58.22309444324308,Crisis,1,1
Norway,2025,60.441168650984295,Extra Trees,0.7458373299063339,High,1,1.085,58.1334514663056,60.441168650984295,Crisis,1,1
Senegal,2025,60.93312669429263,Extra Trees,0.726967265342031,High,1,7.881,59.0901143265092,60.93312669429263,Crisis,1,1
Ghana,2025,71.14156014333906,Extra Trees,0.7214615560963179,High,1,5.954,71.85105480392748,71.14156014333906,Crisis,1,1
Libya,2025,54.745704339048906,Extra Trees,0.7209208671826272,High,1,15.871,50.08325690988374,54.745704339048906,Unstable,0,0
Mongolia,2025,61.93188889293513,Extra Trees,0.715698689386528,High,1,6.844,36.893531104434736,61.93188889293513,Unstable,0,0
Suriname,2025,61.25395838178373,Extra Trees,0.7147414566097889,High,1,1.511,61.58891738143003,61.25395838178373,Crisis,1,1
"São Tomé and Príncipe, Democratic Republic of",2025,48.44570016231851,Extra Trees,0.6922537968325669,High,1,2.1,55.432887356146594,48.44570016231851,Crisis,1,1
Montenegro,2025,62.24945028910691,Extra Trees,0.6896039917363893,High,1,2.7,46.911206836622725,62.24945028910691,Unstable,0,0
Lao People's Democratic Republic,2025,64.25197293526573,Extra Trees,0.6810769107946906,High,1,4.772,65.14144901871556,64.25197293526573,Crisis,1,1
Haiti,2025,55.71334222627438,Extra Trees,0.6794858001608913,High,1,-2.713,59.29704666962655,55.71334222627438,Crisis,1,1
Ireland,2025,62.66664341793601,Extra Trees,0.6776752076593608,High,1,12.338,67.14566874169881,62.66664341793601,Crisis,1,1
Kiribati,2025,56.00596703461313,Extra Trees,0.677030101986351,High,1,4.288,42.194139650376215,56.00596703461313,Unstable,0,0
"Equatorial Guinea, Republic of",2025,51.30152607989533,Extra Trees,0.671677756704001,High,1,-6.358,47.48374769766715,51.30152607989533,Unstable,0,0
"Azerbaijan, Republic of",2025,57.04020792493214,Extra Trees,0.6481983714511935,High,1,1.4,40.47113141480863,57.04020792493214,Unstable,0,0
"Venezuela, República Bolivariana de",2025,68.27491251464907,Extra Trees,0.6469068995001165,High,1,1.533,55.07200720327623,68.27491251464907,Crisis,1,1
Kyrgyz Republic,2025,54.08165942927071,Extra Trees,0.6456307987676883,High,1,11.096,43.33635272367197,54.08165942927071,Unstable,0,0
Trinidad and Tobago,2025,44.50063554877831,Extra Trees,0.6420888618062184,High,1,0.782,36.53019957169844,44.50063554877831,Unstable,0,0
Angola,2025,52.12139126350135,Extra Trees,0.6344114051024953,High,1,3.13,51.64780235934001,52.12139126350135,Unstable,0,0
Guyana,2025,58.34452746609885,Extra Trees,0.6324366180962374,High,1,19.309,50.587362167185766,58.34452746609885,Unstable,0,0
"Afghanistan, Islamic Republic of",2025,39.95847607222888,Extra Trees,0.6143307532292549,High,1,3.004,34.216065211905565,39.95847607222888,Unstable,0,0
"Lesotho, Kingdom of",2025,46.55345638675196,Extra Trees,0.5912786119413361,Moderate,0,1.385,47.57005161372563,46.55345638675196,Unstable,0,1
Niger,2025,52.61837077624391,Extra Trees,0.5911464644799667,Moderate,0,6.9,45.5423751919912,52.61837077624391,Unstable,0,1
Zambia,2025,44.95321063579718,Extra Trees,0.5860118012997043,Moderate,0,3.758,34.24975415288431,44.95321063579718,Unstable,0,1
"Bahrain, Kingdom of",2025,41.965196823756045,Extra Trees,0.5788565746599159,Moderate,0,3.109,46.22271321918901,41.965196823756045,Unstable,0,1
Bhutan,2025,48.53198961739858,Extra Trees,0.5445375554463568,Moderate,0,7.123,34.80066216762172,48.53198961739858,Unstable,0,1
Nigeria,2025,47.700063627503454,Extra Trees,0.4979312269676805,Moderate,0,4.013,45.03887405367422,47.700063627503454,Unstable,0,1
Dominica,2025,56.31312657433716,Extra Trees,0.4968211160807122,Moderate,0,4.542,45.85630032013254,56.31312657433716,Unstable,0,1
Hungary,2025,45.62519843719463,Extra Trees,0.4875097458363035,Moderate,0,0.409,31.111684637671868,45.62519843719463,Moderate,0,1
"Mozambique, Republic of",2025,39.514544833304825,Extra Trees,0.4862257800529562,Moderate,0,-0.524,45.517703365678194,39.514544833304825,Unstable,0,1
Pakistan,2025,50.48398382153887,Extra Trees,0.4843739010113362,Moderate,0,3.093,39.25832700675919,50.48398382153887,Unstable,0,1
"Bahamas, The",2025,57.13416267676581,Extra Trees,0.4794141595492979,Moderate,0,2.8,38.33171499615016,57.13416267676581,Unstable,0,1
"Belarus, Republic of",2025,33.751959188594185,Extra Trees,0.4749273806092507,Moderate,0,1.263,43.04573900710004,33.751959188594185,Unstable,0,1
Greece,2025,61.27106063150581,Extra Trees,0.4726413907483124,Moderate,0,2.073,42.19483850251774,61.27106063150581,Unstable,0,1
Algeria,2025,39.31512211109515,Extra Trees,0.4657503173603249,Moderate,0,3.822,52.20090444965923,39.31512211109515,Unstable,0,1
Guinea,2025,33.71604966757808,Extra Trees,0.4599423197267942,Moderate,0,6.687,37.93448531708067,33.71604966757808,Unstable,0,1
St. Lucia,2025,58.47975308705072,Extra Trees,0.4530770442296699,Moderate,0,1.654,39.68021734760229,58.47975308705072,Unstable,0,1
Nicaragua,2025,52.39178518412096,Extra Trees,0.4416670221909321,Moderate,0,4.924,41.09006100041083,52.39178518412096,Unstable,0,1
Mauritius,2025,44.84502459466248,Extra Trees,0.4412094724891624,Moderate,0,3.1,34.88251442420851,44.84502459466248,Unstable,0,1
St. Vincent and the Grenadines,2025,43.773291245241815,Extra Trees,0.439853975789338,Moderate,0,3.39,47.06134827005989,43.773291245241815,Unstable,0,1
Russian Federation,2025,31.494104900555868,Extra Trees,0.4265075443529173,Moderate,0,0.981,34.34046598020974,31.494104900555868,Unstable,0,1
"Lithuania, Republic of",2025,46.23134517236224,Extra Trees,0.4264070715571511,Moderate,0,2.858,36.32955235295208,46.23134517236224,Unstable,0,1
Maldives,2025,46.06792959378417,Extra Trees,0.4204703014988095,Moderate,0,5.031,57.21668311047016,46.06792959378417,Crisis,1,0
Chile,2025,46.12220986906722,Extra Trees,0.4194303172225976,Moderate,0,2.292,32.29424313827658,46.12220986906722,Moderate,0,1
"Moldova, Republic of",2025,39.36935089091373,Extra Trees,0.4102465872452773,Moderate,0,2.416,27.16335622313223,39.36935089091373,Moderate,0,1
Malawi,2025,46.56640903352169,Extra Trees,0.4062999076217795,Moderate,0,2.087,44.88278357126917,46.56640903352169,Unstable,0,1
Saudi Arabia,2025,31.79740190883413,Extra Trees,0.391197969762614,Moderate,0,4.502,42.27540430230114,31.79740190883413,Unstable,0,1
"Türkiye, Republic of",2025,52.43175153550499,Extra Trees,0.3834937226464128,Moderate,0,3.605,32.4329740366978,52.43175153550499,Moderate,0,1
"Congo, Republic of",2025,32.9843288650063,Extra Trees,0.3761254692775321,Moderate,0,2.367,32.1491747796412,32.9843288650063,Moderate,0,1
Colombia,2025,58.25272238721936,Extra Trees,0.3736805841422284,Moderate,0,2.642,26.029189982767196,58.25272238721936,Moderate,0,1
Burkina Faso,2025,50.06974846911682,Extra Trees,0.371773866894509,Moderate,0,4.995,53.5015588540382,50.06974846911682,Crisis,1,0
Malta,2025,44.45720120453433,Extra Trees,0.3684490201907969,Moderate,0,3.962,27.776239209019813,44.45720120453433,Moderate,0,1
"Armenia, Republic of",2025,39.306816163580415,Extra Trees,0.3631033374823468,Moderate,0,7.162,30.165932275361037,39.306816163580415,Moderate,0,1
Qatar,2025,37.80227588502334,Extra Trees,0.3571467873826633,Moderate,0,2.798,25.157287545216786,37.80227588502334,Moderate,0,1
Slovak Republic,2025,39.07273870991583,Extra Trees,0.3541846107068542,Moderate,0,0.807,29.700319280643253,39.07273870991583,Moderate,0,1
"Poland, Republic of",2025,49.49725982777934,Extra Trees,0.3498439304048888,Moderate,0,3.573,32.84017661402756,49.49725982777934,Moderate,0,1
Oman,2025,48.73866880192222,Extra Trees,0.3491281235019609,Moderate,0,2.396,28.40474609266904,48.73866880192222,Moderate,0,1
Cyprus,2025,52.901626867564026,Extra Trees,0.3472750687267588,Moderate,0,3.767,32.903266451074145,52.901626867564026,Moderate,0,1
Solomon Islands,2025,32.44796232087763,Extra Trees,0.3465869155630116,Moderate,0,2.679,26.219530712515457,32.44796232087763,Moderate,0,1
Brunei Darussalam,2025,33.43756833851491,Extra Trees,0.3356298855745393,Moderate,0,0.6,25.7594862350996,33.43756833851491,Moderate,0,1
"Croatia, Republic of",2025,55.89317648755291,Extra Trees,0.3203670229273459,Moderate,0,3.154,26.417668959281677,55.89317648755291,Moderate,0,1
"Ethiopia, The Federal Democratic Republic of",2025,39.16388670749239,Extra Trees,0.3196654208955591,Moderate,0,9.151,49.70854945618226,39.16388670749239,Unstable,0,1
Bolivia,2025,41.16351173594775,Extra Trees,0.306831688838853,Moderate,0,-1.2,45.03259926016423,41.16351173594775,Unstable,0,1
"Egypt, Arab Republic of",2025,40.41185877938866,Extra Trees,0.3035777763505891,Moderate,0,4.392,34.41538660547675,40.41185877938866,Unstable,0,1
Italy,2025,45.68848458650246,Extra Trees,0.3013315405106631,Moderate,0,0.54,27.747069833319784,45.68848458650246,Moderate,0,1
Kuwait,2025,32.80135061348251,Extra Trees,0.2943770715662137,Low,0,3.468,43.23177449008282,32.80135061348251,Unstable,0,1
Portugal,2025,47.968329624448565,Extra Trees,0.2907358452928499,Low,0,1.864,36.964104134819486,47.968329624448565,Unstable,0,1
Belize,2025,45.7937429070738,Extra Trees,0.2824865201840248,Low,0,2.747,29.670190619919328,45.7937429070738,Moderate,0,1
Liberia,2025,33.11738536448616,Extra Trees,0.2706368196697032,Low,0,5.14,23.85361892037777,33.11738536448616,Moderate,0,1
Myanmar,2025,45.540823627713614,Extra Trees,0.2680241149178613,Low,0,-1.964,26.47560688607845,45.540823627713614,Moderate,0,1
"Slovenia, Republic of",2025,42.61081897507564,Extra Trees,0.2572066630209008,Low,0,1.06,24.582812743475912,42.61081897507564,Moderate,0,1
"Kazakhstan, Republic of",2025,34.84110697194593,Extra Trees,0.254749636524349,Low,0,6.485,28.347769562980005,34.84110697194593,Moderate,0,1
Israel,2025,37.85313742946231,Extra Trees,0.254319422638041,Low,0,2.931,27.334145185628746,37.85313742946231,Moderate,0,1
Turkmenistan,2025,34.3483006642493,Extra Trees,0.2528748099556339,Low,0,3.576,20.21928836457624,34.3483006642493,Moderate,0,1
"Tajikistan, Republic of",2025,39.660679937444286,Extra Trees,0.2455234054110911,Low,0,8.4,32.92901578941234,39.660679937444286,Moderate,0,1
Czech Republic,2025,36.87368382534377,Extra Trees,0.2436331286271292,Low,0,2.548,29.06001111326053,36.87368382534377,Moderate,0,1
Nepal,2025,36.31588329895156,Extra Trees,0.2373515015073054,Low,0,4.604,26.865561305731685,36.31588329895156,Moderate,0,1
"North Macedonia, Republic of",2025,37.75301263304885,Extra Trees,0.2338353707351766,Low,0,3.487,29.76050614628277,37.75301263304885,Moderate,0,1
Paraguay,2025,31.76848542516105,Extra Trees,0.2236892108267042,Low,0,6.0,33.13647354036849,31.76848542516105,Moderate,0,1
"Mauritania, Islamic Republic of",2025,36.08238506019581,Extra Trees,0.2136804320673008,Low,0,4.215,26.46154190196268,36.08238506019581,Moderate,0,1
Chad,2025,36.770687436180864,Extra Trees,0.204500690285308,Low,0,5.606,23.25907597275579,36.770687436180864,Moderate,0,1
Singapore,2025,42.525267202815535,Extra Trees,0.2020118912222239,Low,0,5.023,24.144403207701828,42.525267202815535,Moderate,0,1
Cambodia,2025,26.44095216278344,Extra Trees,0.1966182938262919,Low,0,5.013,22.815574720032707,26.44095216278344,Moderate,0,1
Jamaica,2025,32.61028339196343,Extra Trees,0.1947832658800103,Low,0,-0.06,31.936339886246948,32.61028339196343,Moderate,0,1
Austria,2025,35.829920850473044,Extra Trees,0.1926248221470552,Low,0,0.616,23.74823210372113,35.829920850473044,Moderate,0,1
Gabon,2025,27.399357413108,Extra Trees,0.1911806466571335,Low,0,2.512,43.37992031505499,27.399357413108,Unstable,0,1
Ecuador,2025,39.96064417685875,Extra Trees,0.191085579369868,Low,0,3.726,33.67128267489678,39.96064417685875,Unstable,0,1
"Estonia, Republic of",2025,40.60938528684363,Extra Trees,0.1863477171742082,Low,0,0.584,22.724175555358112,40.60938528684363,Moderate,0,1
"Latvia, Republic of",2025,37.76374869589922,Extra Trees,0.1775469414377962,Low,0,2.138,27.479017040623404,37.76374869589922,Moderate,0,1
"Netherlands, The",2025,32.02023586042552,Extra Trees,0.1695605289283319,Low,0,1.856,27.312914241076545,32.02023586042552,Moderate,0,1
Albania,2025,41.53992167200392,Extra Trees,0.1623427234919045,Low,0,3.705,24.446746890952763,41.53992167200392,Moderate,0,1
Sierra Leone,2025,27.567405796680937,Extra Trees,0.1614756888414426,Low,0,4.377,20.24878995505606,27.567405796680937,Moderate,0,1
Georgia,2025,39.19338921855071,Extra Trees,0.1580114498393756,Low,0,7.462,25.52334961700704,39.19338921855071,Moderate,0,1
Panama,2025,38.14279329564235,Extra Trees,0.15294767150302,Low,0,4.35,26.37038554785464,38.14279329564235,Moderate,0,1
Romania,2025,32.6629190490373,Extra Trees,0.1469611105925586,Low,0,0.665,21.09938871368201,32.6629190490373,Moderate,0,1
"Hong Kong Special Administrative Region, People's Republic of China",2025,33.7255490486233,Extra Trees,0.1427868625103239,Low,0,3.488,18.694381604619046,33.7255490486233,Moderate,0,1
El Salvador,2025,33.4304362431966,Extra Trees,0.1427464981057674,Low,0,3.7,30.920400100570244,33.4304362431966,Moderate,0,1
Barbados,2025,31.42491998119997,Extra Trees,0.1409870308347462,Low,0,2.743,26.787160297673008,31.42491998119997,Moderate,0,1
"Serbia, Republic of",2025,30.19877881267431,Extra Trees,0.1406245882139313,Low,0,2.03,14.497298438019794,30.19877881267431,Stable,0,1
Iceland,2025,37.30028763628617,Extra Trees,0.135118648016086,Low,0,1.279,16.771839692198004,37.30028763628617,Stable,0,1
"Eswatini, Kingdom of",2025,21.04202291805044,Extra Trees,0.1342912092811842,Low,0,3.613,29.451908571876828,21.04202291805044,Moderate,0,1
Thailand,2025,20.89602113714985,Extra Trees,0.1330915499484821,Low,0,2.413,19.873300171243137,20.89602113714985,Moderate,0,1
United Kingdom,2025,36.24799267785259,Extra Trees,0.1324014885308111,Low,0,1.323,23.747815797660092,36.24799267785259,Moderate,0,1
"Iran, Islamic Republic of",2025,28.93930484720688,Extra Trees,0.1309089962961887,Low,0,-1.525,48.887380225686165,28.939304847206877,Unstable,0,1
Papua New Guinea,2025,31.020199012394563,Extra Trees,0.1300533985815073,Low,0,5.637,30.92550119354489,31.020199012394563,Moderate,0,1
Peru,2025,30.951113221947075,Extra Trees,0.1270024587593147,Low,0,3.439,17.727991729845954,30.951113221947075,Moderate,0,1
Finland,2025,24.070161032196527,Extra Trees,0.1233663394644915,Low,0,0.173,29.657203172585238,24.070161032196527,Moderate,0,1
Denmark,2025,39.95573321497957,Extra Trees,0.1229683228810136,Low,0,2.879,27.76347377842527,39.95573321497957,Moderate,0,1
Tunisia,2025,31.08659849997593,Extra Trees,0.1193984068944167,Low,0,2.493,29.69236954745049,31.08659849997593,Moderate,0,1
Japan,2025,39.72295450709556,Extra Trees,0.1154989298581544,Low,0,1.193,43.013591301393134,39.72295450709556,Unstable,0,1
Seychelles,2025,42.45558001817393,Extra Trees,0.115096428909269,Low,0,5.092,16.97786130644526,42.45558001817393,Stable,0,1
Spain,2025,38.08130195830895,Extra Trees,0.1116710086641221,Low,0,2.766,27.783221438213783,38.08130195830895,Moderate,0,1
"Gambia, The",2025,30.351704184931137,Extra Trees,0.1091322609144586,Low,0,6.004,26.866673324189968,30.351704184931137,Moderate,0,1
Bulgaria,2025,24.178528747363085,Extra Trees,0.1026990347587219,Low,0,3.096,17.36143242880256,24.178528747363085,Stable,0,1
Bosnia and Herzegovina,2025,27.721705376353608,Extra Trees,0.1001303501197643,Low,0,2.0,23.774233197682072,27.721705376353608,Moderate,0,1
"Comoros, Union of the",2025,24.983142253571657,Extra Trees,0.0971115720478698,Low,0,3.776,14.204284811734068,24.983142253571657,Stable,0,1
Central African Republic,2025,16.320978823859193,Extra Trees,0.0970629627457032,Low,0,4.801,25.04170356459268,16.320978823859193,Moderate,0,1
Vietnam,2025,26.3111512122032,Extra Trees,0.0969376164956456,Low,0,8.019,20.61287842066747,26.3111512122032,Moderate,0,1
United Arab Emirates,2025,27.53108966031675,Extra Trees,0.0926542831050259,Low,0,5.804,22.79305117678921,27.53108966031675,Moderate,0,1
"Congo, Democratic Republic of the",2025,16.797449685626294,Extra Trees,0.0874509639364481,Low,0,5.746,20.614855354713427,16.797449685626294,Moderate,0,1
"Kosovo, Republic of",2025,26.718581211461647,Extra Trees,0.0864390997343813,Low,0,3.591,18.74640405323937,26.718581211461647,Moderate,0,1
Belgium,2025,22.40393722816446,Extra Trees,0.0841377739788402,Low,0,0.972,18.42903830337953,22.40393722816446,Moderate,0,1
United States,2025,26.752393099572608,Extra Trees,0.0828810478171127,Low,0,2.117,22.300134537050663,26.752393099572608,Moderate,0,1
Rwanda,2025,21.580424734169725,Extra Trees,0.081903617733978,Low,0,6.978,19.39484841607829,21.580424734169725,Moderate,0,1
Mali,2025,19.130625522492924,Extra Trees,0.0773627371839683,Low,0,4.9,24.292028942597256,19.130625522492924,Moderate,0,1
Costa Rica,2025,25.068417026712467,Extra Trees,0.076996563213438,Low,0,4.56,24.42942325723488,25.068417026712467,Moderate,0,1
"China, People's Republic of",2025,23.02079207432662,Extra Trees,0.073287415503172,Low,0,4.959,22.01729993301429,23.02079207432662,Moderate,0,1
Luxembourg,2025,25.83966505240874,Extra Trees,0.0728372206594286,Low,0,0.638,18.68137051207454,25.83966505240874,Moderate,0,1
Djibouti,2025,22.53859912499703,Extra Trees,0.061017323224525,Low,0,6.0,22.28853316933826,22.53859912499703,Moderate,0,1
Brazil,2025,22.847320979292213,Extra Trees,0.0589808229310595,Low,0,2.286,23.32505313441646,22.847320979292213,Moderate,0,1
Honduras,2025,28.84159065028345,Extra Trees,0.0572146537612366,Low,0,3.7,22.21338651399645,28.84159065028345,Moderate,0,1
Sweden,2025,25.80018151152764,Extra Trees,0.0566753536919583,Low,0,1.543,16.29121985102367,25.80018151152764,Stable,0,1
Morocco,2025,26.398070870842208,Extra Trees,0.0555615626913989,Low,0,4.9,15.019401093623516,26.398070870842208,Stable,0,1
Canada,2025,31.284061387298216,Extra Trees,0.0553672308228858,Low,0,1.743,16.552285212822657,31.284061387298216,Stable,0,1
Germany,2025,20.522454834876555,Extra Trees,0.0538581129552285,Low,0,0.24,12.324242798130266,20.522454834876555,Stable,0,1
Uruguay,2025,19.99598282255022,Extra Trees,0.0475136633112762,Low,0,1.785,15.219018727427851,19.99598282255022,Stable,0,1
Taiwan Province of China,2025,33.736109293793234,Extra Trees,0.0426319506097669,Low,0,8.676,36.27578881186016,33.736109293793234,Unstable,0,1
Côte d'Ivoire,2025,19.498338687736027,Extra Trees,0.0400840711692038,Low,0,6.5,16.84140733608808,19.498338687736027,Stable,0,1
Dominican Republic,2025,21.16936562217026,Extra Trees,0.03639081817764,Low,0,2.117,17.620876939803804,21.16936562217026,Moderate,0,1
New Zealand,2025,22.1638370643596,Extra Trees,0.0357424272240795,Low,0,0.176,18.034246167215287,22.163837064359598,Moderate,0,1
Namibia,2025,17.799223438790595,Extra Trees,0.0350802487313602,Low,0,2.44,14.746737602524618,17.799223438790595,Stable,0,1
Togo,2025,26.284387448615995,Extra Trees,0.0346840719354271,Low,0,5.889,29.049379374116132,26.284387448615995,Moderate,0,1
Malaysia,2025,13.343854710728085,Extra Trees,0.0304521179655285,Low,0,5.171,11.785868424589086,13.343854710728085,Stable,0,1
Guinea-Bissau,2025,20.802101718103486,Extra Trees,0.0291473755459675,Low,0,5.5,14.407120261573182,20.802101718103486,Stable,0,1
"Uzbekistan, Republic of",2025,11.745196623922826,Extra Trees,0.0281999401583842,Low,0,7.7,10.895327436918256,11.745196623922826,Stable,0,1
Australia,2025,32.007286609241696,Extra Trees,0.0277195673605433,Low,0,1.971,16.06024431563508,32.007286609241696,Stable,0,1
France,2025,25.91711298316641,Extra Trees,0.027212763589585,Low,0,0.928,8.79041941241222,25.91711298316641,Stable,0,1
Kenya,2025,19.833418069357187,Extra Trees,0.0257839299247903,Low,0,4.88,11.531330738384932,19.833418069357187,Stable,0,1
Uganda,2025,13.357585619698298,Extra Trees,0.0248985072790536,Low,0,6.725,15.099087140850264,13.357585619698298,Stable,0,1
Bangladesh,2025,10.923306290090824,Extra Trees,0.0237696847799884,Low,0,3.49,11.740284999347129,10.923306290090824,Stable,0,1
"Tanzania, United Republic of",2025,11.672215300549729,Extra Trees,0.02365486746828,Low,0,5.876,13.045699650178769,11.672215300549729,Stable,0,1
Guatemala,2025,24.1147139227001,Extra Trees,0.0225171324907203,Low,0,4.118,15.329017177104738,24.1147139227001,Stable,0,1
Mexico,2025,17.453861810408398,Extra Trees,0.0224619301752926,Low,0,0.562,14.48056567592892,17.453861810408398,Stable,0,1
Benin,2025,18.090175367197137,Extra Trees,0.0221382555201817,Low,0,7.5,15.265822430143348,18.090175367197137,Stable,0,1
"Madagascar, Republic of",2025,9.002655236785747,Extra Trees,0.0211215981871669,Low,0,2.835,4.456775163879327,9.002655236785747,Stable,0,1
"Korea, Republic of",2025,14.86789091344036,Extra Trees,0.0207388481598362,Low,0,1.007,14.75881375914606,14.86789091344036,Stable,0,1
Jordan,2025,6.420257184168003,Extra Trees,0.0207337933040697,Low,0,2.683,5.35087812664641,6.420257184168003,Stable,0,1
South Africa,2025,16.481717077983333,Extra Trees,0.0170336385685294,Low,0,1.115,12.450592201723342,16.481717077983333,Stable,0,1
